antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'sleep_hours', 'weekend_screen_time'})","frozenset({'social_media_hours', 'notifications_per_day', 'work_study_hours', 'addicted_label'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'notifications_per_day', 'weekend_screen_time'})","frozenset({'social_media_hours', 'sleep_hours', 'work_study_hours', 'addicted_label'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'work_study_hours', 'weekend_screen_time'})","frozenset({'social_media_hours', 'sleep_hours', 'notifications_per_day', 'addicted_label'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'social_media_hours', 'weekend_screen_time'})","frozenset({'sleep_hours', 'notifications_per_day', 'work_study_hours', 'addicted_label'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'addicted_label', 'weekend_screen_time'})","frozenset({'social_media_hours', 'sleep_hours', 'notifications_per_day', 'work_study_hours'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'sleep_hours', 'notifications_per_day'})","frozenset({'addicted_label', 'social_media_hours', 'work_study_hours', 'weekend_screen_time'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'sleep_hours', 'work_study_hours'})","frozenset({'addicted_label', 'social_media_hours', 'notifications_per_day', 'weekend_screen_time'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'social_media_hours', 'sleep_hours'})","frozenset({'addicted_label', 'notifications_per_day', 'work_study_hours', 'weekend_screen_time'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'sleep_hours', 'addicted_label'})","frozenset({'social_media_hours', 'notifications_per_day', 'work_study_hours', 'weekend_screen_time'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'notifications_per_day', 'work_study_hours'})","frozenset({'addicted_label', 'social_media_hours', 'sleep_hours', 'weekend_screen_time'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'social_media_hours', 'notifications_per_day'})","frozenset({'addicted_label', 'sleep_hours', 'work_study_hours', 'weekend_screen_time'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'notifications_per_day', 'addicted_label'})","frozenset({'social_media_hours', 'sleep_hours', 'work_study_hours', 'weekend_screen_time'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'social_media_hours', 'work_study_hours'})","frozenset({'addicted_label', 'sleep_hours', 'notifications_per_day', 'weekend_screen_time'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'work_study_hours', 'addicted_label'})","frozenset({'social_media_hours', 'sleep_hours', 'notifications_per_day', 'weekend_screen_time'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'social_media_hours', 'addicted_label'})","frozenset({'sleep_hours', 'notifications_per_day', 'work_study_hours', 'weekend_screen_time'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
frozenset({'weekend_screen_time'}),"frozenset({'sleep_hours', 'notifications_per_day', 'work_study_hours', 'social_media_hours', 'addicted_label'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
frozenset({'sleep_hours'}),"frozenset({'weekend_screen_time', 'notifications_per_day', 'work_study_hours', 'social_media_hours', 'addicted_label'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
frozenset({'notifications_per_day'}),"frozenset({'weekend_screen_time', 'sleep_hours', 'work_study_hours', 'social_media_hours', 'addicted_label'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
frozenset({'work_study_hours'}),"frozenset({'weekend_screen_time', 'sleep_hours', 'notifications_per_day', 'social_media_hours', 'addicted_label'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
frozenset({'social_media_hours'}),"frozenset({'weekend_screen_time', 'sleep_hours', 'notifications_per_day', 'work_study_hours', 'addicted_label'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
frozenset({'addicted_label'}),"frozenset({'weekend_screen_time', 'sleep_hours', 'notifications_per_day', 'work_study_hours', 'social_media_hours'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'weekend_screen_time', 'app_opens_per_day', 'sleep_hours', 'work_study_hours', 'social_media_hours'})",frozenset({'addicted_label'}),1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'weekend_screen_time', 'app_opens_per_day', 'sleep_hours', 'work_study_hours', 'addicted_label'})",frozenset({'social_media_hours'}),0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'weekend_screen_time', 'app_opens_per_day', 'sleep_hours', 'social_media_hours', 'addicted_label'})",frozenset({'work_study_hours'}),0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'weekend_screen_time', 'app_opens_per_day', 'work_study_hours', 'social_media_hours', 'addicted_label'})",frozenset({'sleep_hours'}),0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'weekend_screen_time', 'sleep_hours', 'work_study_hours', 'social_media_hours', 'addicted_label'})",frozenset({'app_opens_per_day'}),0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'app_opens_per_day', 'sleep_hours', 'work_study_hours', 'social_media_hours', 'addicted_label'})",frozenset({'weekend_screen_time'}),0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'sleep_hours', 'work_study_hours', 'weekend_screen_time', 'app_opens_per_day'})","frozenset({'social_media_hours', 'addicted_label'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'social_media_hours', 'sleep_hours', 'weekend_screen_time', 'app_opens_per_day'})","frozenset({'work_study_hours', 'addicted_label'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'addicted_label', 'sleep_hours', 'weekend_screen_time', 'app_opens_per_day'})","frozenset({'social_media_hours', 'work_study_hours'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'social_media_hours', 'work_study_hours', 'weekend_screen_time', 'app_opens_per_day'})","frozenset({'sleep_hours', 'addicted_label'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'addicted_label', 'work_study_hours', 'weekend_screen_time', 'app_opens_per_day'})","frozenset({'social_media_hours', 'sleep_hours'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'addicted_label', 'social_media_hours', 'weekend_screen_time', 'app_opens_per_day'})","frozenset({'sleep_hours', 'work_study_hours'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'social_media_hours', 'sleep_hours', 'work_study_hours', 'weekend_screen_time'})","frozenset({'addicted_label', 'app_opens_per_day'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'addicted_label', 'sleep_hours', 'work_study_hours', 'weekend_screen_time'})","frozenset({'social_media_hours', 'app_opens_per_day'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'addicted_label', 'social_media_hours', 'sleep_hours', 'weekend_screen_time'})","frozenset({'work_study_hours', 'app_opens_per_day'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'addicted_label', 'social_media_hours', 'work_study_hours', 'weekend_screen_time'})","frozenset({'sleep_hours', 'app_opens_per_day'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'social_media_hours', 'sleep_hours', 'work_study_hours', 'app_opens_per_day'})","frozenset({'addicted_label', 'weekend_screen_time'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'sleep_hours', 'work_study_hours', 'addicted_label', 'app_opens_per_day'})","frozenset({'social_media_hours', 'weekend_screen_time'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'social_media_hours', 'sleep_hours', 'addicted_label', 'app_opens_per_day'})","frozenset({'work_study_hours', 'weekend_screen_time'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'social_media_hours', 'work_study_hours', 'addicted_label', 'app_opens_per_day'})","frozenset({'sleep_hours', 'weekend_screen_time'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'social_media_hours', 'sleep_hours', 'work_study_hours', 'addicted_label'})","frozenset({'weekend_screen_time', 'app_opens_per_day'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'sleep_hours', 'weekend_screen_time', 'app_opens_per_day'})","frozenset({'social_media_hours', 'work_study_hours', 'addicted_label'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'work_study_hours', 'weekend_screen_time', 'app_opens_per_day'})","frozenset({'social_media_hours', 'sleep_hours', 'addicted_label'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'social_media_hours', 'weekend_screen_time', 'app_opens_per_day'})","frozenset({'sleep_hours', 'work_study_hours', 'addicted_label'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'addicted_label', 'weekend_screen_time', 'app_opens_per_day'})","frozenset({'social_media_hours', 'sleep_hours', 'work_study_hours'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'sleep_hours', 'work_study_hours', 'weekend_screen_time'})","frozenset({'social_media_hours', 'addicted_label', 'app_opens_per_day'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'social_media_hours', 'sleep_hours', 'weekend_screen_time'})","frozenset({'work_study_hours', 'addicted_label', 'app_opens_per_day'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'addicted_label', 'sleep_hours', 'weekend_screen_time'})","frozenset({'social_media_hours', 'work_study_hours', 'app_opens_per_day'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'social_media_hours', 'work_study_hours', 'weekend_screen_time'})","frozenset({'sleep_hours', 'addicted_label', 'app_opens_per_day'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'addicted_label', 'work_study_hours', 'weekend_screen_time'})","frozenset({'social_media_hours', 'sleep_hours', 'app_opens_per_day'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'addicted_label', 'social_media_hours', 'weekend_screen_time'})","frozenset({'sleep_hours', 'work_study_hours', 'app_opens_per_day'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'sleep_hours', 'work_study_hours', 'app_opens_per_day'})","frozenset({'addicted_label', 'social_media_hours', 'weekend_screen_time'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'social_media_hours', 'sleep_hours', 'app_opens_per_day'})","frozenset({'addicted_label', 'work_study_hours', 'weekend_screen_time'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'sleep_hours', 'addicted_label', 'app_opens_per_day'})","frozenset({'social_media_hours', 'work_study_hours', 'weekend_screen_time'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'social_media_hours', 'work_study_hours', 'app_opens_per_day'})","frozenset({'addicted_label', 'sleep_hours', 'weekend_screen_time'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'work_study_hours', 'addicted_label', 'app_opens_per_day'})","frozenset({'social_media_hours', 'sleep_hours', 'weekend_screen_time'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'social_media_hours', 'addicted_label', 'app_opens_per_day'})","frozenset({'sleep_hours', 'work_study_hours', 'weekend_screen_time'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'social_media_hours', 'sleep_hours', 'work_study_hours'})","frozenset({'addicted_label', 'weekend_screen_time', 'app_opens_per_day'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'sleep_hours', 'work_study_hours', 'addicted_label'})","frozenset({'social_media_hours', 'weekend_screen_time', 'app_opens_per_day'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'social_media_hours', 'sleep_hours', 'addicted_label'})","frozenset({'work_study_hours', 'weekend_screen_time', 'app_opens_per_day'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'social_media_hours', 'work_study_hours', 'addicted_label'})","frozenset({'sleep_hours', 'weekend_screen_time', 'app_opens_per_day'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'weekend_screen_time', 'app_opens_per_day'})","frozenset({'social_media_hours', 'sleep_hours', 'work_study_hours', 'addicted_label'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'sleep_hours', 'weekend_screen_time'})","frozenset({'social_media_hours', 'work_study_hours', 'addicted_label', 'app_opens_per_day'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'work_study_hours', 'weekend_screen_time'})","frozenset({'social_media_hours', 'sleep_hours', 'addicted_label', 'app_opens_per_day'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'social_media_hours', 'weekend_screen_time'})","frozenset({'sleep_hours', 'work_study_hours', 'addicted_label', 'app_opens_per_day'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'addicted_label', 'weekend_screen_time'})","frozenset({'social_media_hours', 'sleep_hours', 'work_study_hours', 'app_opens_per_day'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'sleep_hours', 'app_opens_per_day'})","frozenset({'addicted_label', 'social_media_hours', 'work_study_hours', 'weekend_screen_time'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'work_study_hours', 'app_opens_per_day'})","frozenset({'addicted_label', 'social_media_hours', 'sleep_hours', 'weekend_screen_time'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'social_media_hours', 'app_opens_per_day'})","frozenset({'addicted_label', 'sleep_hours', 'work_study_hours', 'weekend_screen_time'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'addicted_label', 'app_opens_per_day'})","frozenset({'social_media_hours', 'sleep_hours', 'work_study_hours', 'weekend_screen_time'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
